0,CombatZoneResize,209,256,434,391,TLResume,,
0,HeartTeleport,320,360,,,,,
0,HeartMode,1,,,,,,
0,TLPause,,,,,,,
0.1,SineBones,300,-15,130,40
0,PlatformRepeat,135,360,30,0,130,5,283
1.1,PlatformRepeat,135,285,30,0,130,5,283
0,HeartMaxFallSpeed,100
0.6,Sansslam,3
1.2,Sansslam,1
1.2,Sansslam,3
1.2,Sansslam,1
2,BlackScreen,1,,,,,,,
0,Sound,Flash,,,,,,,
0.1,BlackScreen,0,,,,,,,
0,Sound,Flash,,,,,,,
0.1,GasterBlaster,0,0,240,320,240,0,0.5,0.3
0,GasterBlaster,0,640,240,320,240,180,0.5,0.3
0,GasterBlaster,0,320,0,320,240,90,0.5,0.3
0,GasterBlaster,0,320,480,320,240,270,0.5,0.3
0,GasterBlaster,0,0,0,320,240,45,0.5,0.3
0,GasterBlaster,0,640,0,320,240,135,0.5,0.3
0,GasterBlaster,0,640,480,320,240,225,0.5,0.3
0,GasterBlaster,0,0,480,320,240,315,0.5,0.3
0,GasterBlaster,0,160,0,320,240,60,0.5,0.3
0,GasterBlaster,0,480,480,320,240,240,0.5,0.3
0.5,SET,Loop,15,,,,,,
0,SUB,Loop,$Loop,1,,,,,
0,RND,Ang,360,,,,,,
0,COS,X,$Ang,,,,,,
0,SIN,Y,$Ang,,,,,,
0,MUL,EndX,$X,200,,,,,
0,MUL,EndY,$Y,200,,,,,
0,MUL,X,$X,400,,,,,
0,MUL,Y,$Y,300,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,ADD,EndX,$EndX,$HeartX,,,,,
0,ADD,EndY,$EndY,$HeartY,,,,,
0,ADD,X,$X,$HeartX,,,,,
0,ADD,Y,$Y,$HeartY,,,,,
0,JMPNL,43,$EndX,50,,,,,
0,SET,EndX,50,,,,,,
0,JMPNG,45,$EndX,590,,,,,
0,SET,EndX,590,,,,,,
0,JMPNL,47,$EndY,40,,,,,
0,SET,EndY,40,,,,,,
0,JMPNG,49,$EndY,440,,,,,
0,SET,EndY,440,,,,,,
0,ANGLE,Ang,$EndX,$EndY,$HeartX,$HeartY,,,
0.1,GasterBlaster,0,$X,$Y,$EndX,$EndY,$Ang,0.566669,0.01
0.1,GasterBlaster,0,$X,$Y,320,240,0,0.59,0.1
0.1,GasterBlaster,0,$X,$Y,320,240,180,0.59,0.1
0.1,GasterBlaster,0,$X,$Y,320,240,90,0.59,0.1
0.1,GasterBlaster,0,$X,$Y,320,240,270,0.59,0.1
0.1,GasterBlaster,0,$X,$Y,320,240,45,0.59,0.1
0.1,GasterBlaster,0,$X,$Y,320,240,135,0.59,0.1
0.1,GasterBlaster,0,$X,$Y,320,240,225,0.59,0.1
0.1,GasterBlaster,0,$X,$Y,320,240,315,0.59,0.1
0.1,GasterBlaster,0,$X,$Y,320,240,60,0.59,0.1
0.1,GasterBlaster,0,$X,$Y,320,240,240,0.59,0.1
0.53333,JMPNZ,28,$Loop,,,,,,
6,EndAttack,,,,,,,
